0,444
1,481
2,485
3,453
4,346
5,311
6,263
7,466
8,408
9,453
10,763
11,458
12,480
13,935
14,680
15,640
16,818
17,666
18,912
19,837
20,1417
21,870
22,1032
23,1256
24,678
25,947
26,881
27,1308
28,642
29,999
30,1271
31,745
32,1126
33,1018
34,862
35,767
36,1245
37,1158
38,703
39,936
40,981
41,801
42,777
43,1064
44,676
45,696
46,737
47,860
48,564
49,687
50,708
51,466
52,546
53,602
54,567
55,437
56,544
57,568
58,433
59,627
60,552
61,487
62,429
63,514
64,469
65,431
66,517
67,425
68,437
69,434
70,451
71,342
72,379
73,411
74,367
75,411
76,417
77,419
78,316
79,413
80,379
81,402
82,408
83,411
84,331
85,359
86,429
87,367
88,365
89,381
90,395
91,340
92,362
93,410
94,305
95,422
96,393
97,412
98,369
99,432
100,445
101,370
102,456
103,525
104,530
105,480
106,622
107,497
108,473
109,667
110,663
111,657
112,677
113,843
114,666
115,878
116,1292
117,1143
118,874
119,1162
120,1306
121,1098
122,1198
123,1560
124,1061
125,1269
126,1746
127,1896
128,1971
129,2601
130,3297
131,2166
132,3752
133,4617
134,4516
135,3014
136,4778
137,4475
138,3320
139,4669
140,3698
141,3558
142,3563
143,5452
144,3516
145,3961
146,4348
147,2718
148,2885
149,3377
150,3689
151,2296
152,3069
153,2839
154,2638
155,2772
156,3150
157,2735
158,2067
159,3052
160,2679
161,2555
162,2421
163,2984
164,2277
165,1935
166,3228
167,2259
168,2628
169,2541
170,3084
171,2438
172,2834
173,3347
174,2824
175,3227
176,3603
177,3901
178,2973
179,3904
180,2614
181,2577
182,2199
183,2065
184,1875
185,1376
186,1643
187,1141
188,1070
189,1227
190,1278
191,1061
192,1115
193,1158
194,1045
195,1175
196,1327
197,1288
198,830
199,1172
200,1242
201,905
202,1156
203,963
204,964
205,616
206,766
207,667
208,405
209,666
210,473
211,249
212,369
213,288
214,198
215,213
216,279
217,187
218,182
219,151
220,196
221,128
222,140
223,180
224,130
225,92
226,96
227,91
228,80
229,104
230,113
231,73
232,99
233,116
234,121
235,69
236,100
237,116
238,99
239,124
240,124
241,144
242,167
243,179
244,226
245,350
246,512
247,552
248,531
249,859
250,3179
251,2469
252,2380
253,953
254,84
255,0
