0,3353
1,231
2,40
3,87
4,133
5,80
6,30
7,186
8,31
9,106
10,14
11,68
12,23
13,110
14,40
15,28
16,94
17,22
18,21
19,29
20,42
21,37
22,13
23,77
24,73
25,31
26,87
27,62
28,48
29,79
30,94
31,211
32,86
33,230
34,306
35,354
36,238
37,505
38,376
39,1116
40,3823
41,259977
42,413
43,131
44,242
45,230
46,107
47,75
48,76
49,102
50,68
51,28
52,54
53,51
54,57
55,172
56,32
57,60
58,65
59,51
60,125
61,33
62,47
63,38
64,37
65,59
66,190
67,147
68,35
69,201
70,47
71,61
72,193
73,64
74,36
75,34
76,1959
77,75
78,38
79,69
80,157
81,32
82,40
83,51
84,173
85,188
86,93
87,646
88,1292
89,59
90,32
91,50
92,55
93,49
94,242
95,156
96,47
97,19
98,14
99,33
100,23
101,45
102,22
103,27
104,44
105,156
106,59
107,34
108,18
109,28
110,25
111,127
112,171
113,161
114,218
115,198
116,231
117,499
118,1134
119,97
120,87
121,35
122,201
123,98
124,44
125,28
126,16
127,30
128,44
129,29
130,45
131,22
132,22
133,36
134,78
135,22
136,51
137,155
138,29
139,46
140,185
141,48
142,60
143,33
144,19
145,57
146,25
147,100
148,13
149,76
150,722
151,1961
152,93
153,39
154,90
155,98
156,120
157,138
158,198
159,116
160,353
161,201
162,25
163,508
164,170
165,1917
166,1383
167,50
168,175
169,31
170,49
171,164
172,26
173,46
174,22
175,70
176,41
177,155
178,41
179,38
180,24
181,83
182,176
183,54
184,35
185,35
186,42
187,26
188,37
189,30
190,38
191,89
192,614
193,525
194,3699
195,59
196,106
197,64
198,184
199,40
200,138
201,12
202,96
203,20
204,93
205,52
206,175
207,149
208,81
209,50
210,97
211,465
212,619
213,24
214,89
215,138
216,21
217,214
218,19
219,25
220,11
221,14
222,17
223,25
224,202
225,67
226,1956
227,15
228,2
229,21
230,9
231,14
232,21
233,18
234,29
235,3
236,8
237,35
238,8
239,17
240,1
241,7
242,34
243,14
244,9
245,23
246,15
247,23
248,16
249,3
250,44
251,23
252,14
253,4
254,329
255,0
